book,day,word,meaning
워드마스터 수능 2000,Day 11,refund,"반환, 환불, 환불하다"
워드마스터 수능 2000,Day 11,continue,계속하다
워드마스터 수능 2000,Day 11,institute,"연구소, 협회, 설립하다, 제정하다"
워드마스터 수능 2000,Day 11,lately,최근에
워드마스터 수능 2000,Day 11,ashamed,부끄러워하는
워드마스터 수능 2000,Day 11,dense,"조밀한, 밀집한"
워드마스터 수능 2000,Day 11,rescue,"구조하다, 구조"
워드마스터 수능 2000,Day 11,destination,목적지
워드마스터 수능 2000,Day 11,expand,확장하다
워드마스터 수능 2000,Day 11,compete,경쟁하다
워드마스터 수능 2000,Day 11,evolution,진화
워드마스터 수능 2000,Day 11,hire,고용하다
워드마스터 수능 2000,Day 11,genuine,"진짜의, 성실한"
워드마스터 수능 2000,Day 11,status,"상태, 지위, 현상"
워드마스터 수능 2000,Day 11,military,"군대의, 군대"
워드마스터 수능 2000,Day 11,logic,"논리, 논리학"
워드마스터 수능 2000,Day 11,gravity,중력
워드마스터 수능 2000,Day 11,isolate,고립시키다
워드마스터 수능 2000,Day 11,commit,"(죄를) 저지르다, 전념[충실]하다, 맡기다"
워드마스터 수능 2000,Day 11,sum,"총합, 합계"
워드마스터 수능 2000,Day 11,conserve,보존하다
워드마스터 수능 2000,Day 11,concept,개념
워드마스터 수능 2000,Day 11,swing,"흔들(리)다, 진동하다, 그네"
워드마스터 수능 2000,Day 11,sensible,"분별 있는, 현명한"
워드마스터 수능 2000,Day 11,marriage,"결혼, 혼인"
워드마스터 수능 2000,Day 11,reproduce,"재생하다, 복제하다, 번식하다"
워드마스터 수능 2000,Day 11,tone,"어조(語調), 말투, 음, 색조"
워드마스터 수능 2000,Day 12,cancel,취소하다
워드마스터 수능 2000,Day 12,return,"돌아오다, 돌려주다, 귀환, 반납, 수익"
워드마스터 수능 2000,Day 12,invitation,"초대, 초대장"
워드마스터 수능 2000,Day 12,precise,정확한
워드마스터 수능 2000,Day 12,formal,"공식적인, 정식의"
워드마스터 수능 2000,Day 12,apparent,"분명한, 명백한"
워드마스터 수능 2000,Day 12,departure,출발
워드마스터 수능 2000,Day 12,visual,시각의
워드마스터 수능 2000,Day 12,current,"현재의, 해류, 흐름"
워드마스터 수능 2000,Day 12,agriculture,농업
워드마스터 수능 2000,Day 12,leak,"새는 구멍, 새다, 누설하다"
워드마스터 수능 2000,Day 12,portion,"일부, 부분, 분할하다"
워드마스터 수능 2000,Day 12,trend,"추세, 경향"
워드마스터 수능 2000,Day 12,particle,"입자, 극소량"
워드마스터 수능 2000,Day 12,rite,"(종교적) 의식, 의례"
워드마스터 수능 2000,Day 12,distinct,"별개의, 뚜렷한"
워드마스터 수능 2000,Day 12,component,"구성 요소, 구성하는"
워드마스터 수능 2000,Day 12,poverty,"빈곤, 가난"
워드마스터 수능 2000,Day 12,sculpture,"조각, 조각하다"
워드마스터 수능 2000,Day 12,descend,"내려오다, 물려주다"
워드마스터 수능 2000,Day 12,universal,"보편적인, 우주의"
워드마스터 수능 2000,Day 12,surface,"표면, 수면, 지면"
워드마스터 수능 2000,Day 12,eager,갈망하는
워드마스터 수능 2000,Day 12,legal,"법률의, 합법의"
워드마스터 수능 2000,Day 12,annual,"연례의, 1년의, 1년간의"
워드마스터 수능 2000,Day 12,trap,"함정, 덫을 놓다, 막다"
워드마스터 수능 2000,Day 12,demonstrate,"논증하다, 설명하다, 시위하다, 보여 주다"
워드마스터 수능 2000,Day 12,companion,"동료, 동반자"
워드마스터 수능 2000,Day 12,democracy,"민주주의, 민주주의 국가"
워드마스터 수능 2000,Day 12,mature,"성숙한, 익은, 지불 만기의, 성숙해지다"
워드마스터 수능 2000,Day 12,brilliant,"훌륭한, 명석한"
워드마스터 수능 2000,Day 12,faith,"신념, 믿음"
워드마스터 수능 2000,Day 12,aim,"겨냥하다, 조준"
워드마스터 수능 2000,Day 12,spare,"여분의, 검소한, 용서하다, 남겨주다"
워드마스터 수능 2000,Day 12,transfer,"이동하다, 옮기다, 갈아타다"
워드마스터 수능 2000,Day 12,oppose,반대하다
워드마스터 수능 2000,Day 12,desperate,"필사적인, 절망적인"
워드마스터 수능 2000,Day 12,remote,"멀리 떨어진, 희박한, 드문"
워드마스터 수능 2000,Day 12,offend,"기분을 상하게 하다, (범죄를) 저지르다"
워드마스터 수능 2000,Day 12,awake,"깨어 있는, 깨우다, 깨다"
워드마스터 수능 2000,Day 13,option,"선택, 선택권"
워드마스터 수능 2000,Day 13,insight,"통찰, 통찰력"
워드마스터 수능 2000,Day 13,achieve,"(목적을) 달성하다, (명성을) 얻다"
워드마스터 수능 2000,Day 13,civil,"시민의, 민간의"
워드마스터 수능 2000,Day 13,pause,"중단, 중단하다, 잠시 멈추다"
워드마스터 수능 2000,Day 13,prove,"입증하다, (~임이) 판명되다"
워드마스터 수능 2000,Day 13,lecture,"강의, 강의를 하다"
워드마스터 수능 2000,Day 13,minor,"사소한, 소수의, 미성년자, 부전공, 부전공하다"
워드마스터 수능 2000,Day 13,duty,"의무, 관세"
워드마스터 수능 2000,Day 13,vigor,활력
워드마스터 수능 2000,Day 13,organize,"조직하다, 구성하다, 정리하다"
워드마스터 수능 2000,Day 13,chief,"주요한, 우두머리의, 우두머리"
워드마스터 수능 2000,Day 13,complicated,복잡한
워드마스터 수능 2000,Day 13,digest,"소화하다, (완전히) 이해하다, 요약"
워드마스터 수능 2000,Day 13,shortage,"부족, 결함"
워드마스터 수능 2000,Day 13,laboratory,"실험실, 실험(실)의"
워드마스터 수능 2000,Day 13,arrive,도착하다
워드마스터 수능 2000,Day 13,generous,"관대한, 넉넉한"
워드마스터 수능 2000,Day 13,laundry,세탁물
워드마스터 수능 2000,Day 13,transform,"변형시키다, 변환하다"
워드마스터 수능 2000,Day 13,discipline,"훈련, 규율, 징계, 훈련[단련]하다, 징계하다"
워드마스터 수능 2000,Day 13,forbid,금지하다
워드마스터 수능 2000,Day 13,ultimate,"궁극적인, 최후의"
워드마스터 수능 2000,Day 13,thrive,"번영하다, 발전하다, 잘 되다"
워드마스터 수능 2000,Day 13,conversation,"대화, 회담, 좌담"
워드마스터 수능 2000,Day 13,bet,"돈을 걸다, 내기를 하다, (~이) 틀림없다"
워드마스터 수능 2000,Day 13,royal,"왕족의, 왕의"
워드마스터 수능 2000,Day 13,ruin,"파멸, 파산, 망치다, 파멸[파산]시키다"
워드마스터 수능 2000,Day 13,worship,"예배하다, 숭배하다, 예배, 숭배"
워드마스터 수능 2000,Day 13,evil,"사악한, 악"
워드마스터 수능 2000,Day 13,scarce,"부족한, 드문"
워드마스터 수능 2000,Day 13,afterward,"나중에, 그 후에"
워드마스터 수능 2000,Day 13,client,"고객, (변호사 등의) 의뢰인"
워드마스터 수능 2000,Day 13,insure,"보험을 계약하다, 안전하게 하다"
워드마스터 수능 2000,Day 13,fancy,"공상, (일시적인) 기호, 공상하다, 화려한"
워드마스터 수능 2000,Day 13,surgery,외과 수술
워드마스터 수능 2000,Day 13,assign,"할당하다, 지정하다"
워드마스터 수능 2000,Day 13,regulate,"규제하다, 조절하다"
워드마스터 수능 2000,Day 13,shelf,선반
워드마스터 수능 2000,Day 13,utility,"유용(성), (수도·가스 등의) 공익사업"
워드마스터 수능 2000,Day 14,necessity,"필수, 필수품, 필요"
워드마스터 수능 2000,Day 14,yield,"생산하다, 양도하다, 굴복하다, 수확(물)"
워드마스터 수능 2000,Day 14,decline,"감소, 쇠퇴, 감소하다, 쇠퇴하다, (정중히) 거절하다"
워드마스터 수능 2000,Day 14,coincidence,"우연의 일치, 동시에 일어난 사건"
워드마스터 수능 2000,Day 14,aside,"한쪽으로, 제쳐 두고"
워드마스터 수능 2000,Day 14,contemporary,"동시대의, 현대의"
워드마스터 수능 2000,Day 14,bless,"축복하다, 감사하다"
워드마스터 수능 2000,Day 14,explain,설명하다
워드마스터 수능 2000,Day 14,prior,"이전의, 우선하는"
워드마스터 수능 2000,Day 14,tolerate,"참다, 용인하다"
워드마스터 수능 2000,Day 14,measure,"측정하다, 측정, 수단"
워드마스터 수능 2000,Day 14,abstract,"추상적인, 추상, 개요"
워드마스터 수능 2000,Day 14,cottage,오두막집
워드마스터 수능 2000,Day 14,correct,"올바른, 정확한, 바로잡다, 정정하다"
워드마스터 수능 2000,Day 14,confirm,"입증[확인]하다, (결심을) 굳게 하다"
워드마스터 수능 2000,Day 14,imitate,모방하다
워드마스터 수능 2000,Day 14,prey,"먹이, 희생자"
워드마스터 수능 2000,Day 14,defeat,"패배시키다, 패배"
워드마스터 수능 2000,Day 14,illustrate,"설명하다, 예증하다, 삽화를 넣다"
워드마스터 수능 2000,Day 14,fuse,"퓨즈, 도화선, 융합하다"
워드마스터 수능 2000,Day 14,pupil,"학생, 눈동자"
워드마스터 수능 2000,Day 14,intellect,지성
워드마스터 수능 2000,Day 14,spice,"향신료, 양념"
워드마스터 수능 2000,Day 14,tempt,"유혹하다, (관심을) 끌다"
워드마스터 수능 2000,Day 14,inspire,"영감을 주다, 고무시키다, 격려하다"
워드마스터 수능 2000,Day 14,dine,"만찬을 대접하다, 식사하다"
워드마스터 수능 2000,Day 14,literally,문자 그대로
워드마스터 수능 2000,Day 14,appropriate,적절한
워드마스터 수능 2000,Day 14,resort,"휴양지, 의지, 의지하다, 자주 가다"
워드마스터 수능 2000,Day 14,grab,"움켜쥐다, 움켜쥠"
워드마스터 수능 2000,Day 14,propose,"제안하다, 청혼하다"
워드마스터 수능 2000,Day 14,wreck,"난파선, 사고, 난파시키다"
워드마스터 수능 2000,Day 14,document,"문서, 서류, 기록하다"
워드마스터 수능 2000,Day 14,suspect,"의심하다, 용의자"
워드마스터 수능 2000,Day 14,alien,"외국인, 외계인, 외국의, 이질적인"
워드마스터 수능 2000,Day 14,prohibit,금지하다
워드마스터 수능 2000,Day 14,install,설치하다
워드마스터 수능 2000,Day 14,triumph,"승리, 승리하다"
워드마스터 수능 2000,Day 14,scholarship,"학문, 장학금"
워드마스터 수능 2000,Day 14,execute,"실행하다, 처형하다"
워드마스터 수능 2000,Day 15,ensure,"확실하게 하다, 보증하다"
워드마스터 수능 2000,Day 15,receipt,영수증
워드마스터 수능 2000,Day 15,defect,(국가·당 등을) 버리다
워드마스터 수능 2000,Day 15,trait,"특성, 특징"
워드마스터 수능 2000,Day 15,modest,"겸손한, 알맞은"
워드마스터 수능 2000,Day 15,virtual,"가상의, 사실상의"
워드마스터 수능 2000,Day 15,compare,비교하다
워드마스터 수능 2000,Day 15,address,"연설하다, 연설, 인사말"
워드마스터 수능 2000,Day 15,inner,내부의
워드마스터 수능 2000,Day 15,contrary,"반대의, 불리한, 반대의 것"
워드마스터 수능 2000,Day 15,split,"찢다, (세로로) 쪼개다, 틈, 분열"
워드마스터 수능 2000,Day 15,supervise,"감독하다, 관리하다, 통제하다"
워드마스터 수능 2000,Day 15,inhabit,"살다, 거주하다"
워드마스터 수능 2000,Day 15,appear,나타나다
워드마스터 수능 2000,Day 15,commute,"통근, 통근하다"
워드마스터 수능 2000,Day 15,earthquake,"지진, (사회·정치적) 대변동"
워드마스터 수능 2000,Day 15,enroll,"입학하다, 등록하다"
워드마스터 수능 2000,Day 15,debate,"토론, 토론하다"
워드마스터 수능 2000,Day 15,abandon,"버리다, 포기하다"
워드마스터 수능 2000,Day 15,conquer,"정복하다, 극복하다"
워드마스터 수능 2000,Day 15,nevertheless,그럼에도 불구하고
워드마스터 수능 2000,Day 15,seal,"도장, 봉인, 바다표범, 봉인하다"
워드마스터 수능 2000,Day 15,greed,탐욕
워드마스터 수능 2000,Day 15,contract,"계약하다, 수축하다, 계약서"
워드마스터 수능 2000,Day 15,nutrition,영양
워드마스터 수능 2000,Day 15,retail,소매하다
워드마스터 수능 2000,Day 15,prejudice,"편견, 선입관"
워드마스터 수능 2000,Day 15,register,"등록하다, 기재하다, 등록"
워드마스터 수능 2000,Day 15,agency,대리점
워드마스터 수능 2000,Day 15,nurture,"양육하다, 교육하다, 양육, 교육"
워드마스터 수능 2000,Day 15,priest,성직자
워드마스터 수능 2000,Day 15,elegant,"고상한, 우아한"
워드마스터 수능 2000,Day 15,impose,"부과하다, 강요하다"
워드마스터 수능 2000,Day 15,arise,"발생하다, 생겨나다"
워드마스터 수능 2000,Day 15,modify,"변형하다, 수정하다"
워드마스터 수능 2000,Day 15,masterpiece,"명작, 대작"
워드마스터 수능 2000,Day 15,harsh,"거친, 가혹한"
워드마스터 수능 2000,Day 15,drought,가뭄
워드마스터 수능 2000,Day 15,criteria,"기준, 표준"
워드마스터 수능 2000,Day 15,extraordinary,"비범한, 놀라운"
워드마스터 수능 2000,Day 16,general,"일반적인, (육군·공군·해병대) 대장"
워드마스터 수능 2000,Day 16,spill,"엎지르다, 흘리다, 엎질러짐, 유출"
워드마스터 수능 2000,Day 16,usual,"보통의, 통상의"
워드마스터 수능 2000,Day 16,routine,"일상적인 일, 일과, 일상적인"
워드마스터 수능 2000,Day 16,eliminate,"제거하다, 삭제하다"
워드마스터 수능 2000,Day 16,deny,"부인하다, 거절하다"
워드마스터 수능 2000,Day 16,scream,"절규하다, 비명 지르다, 소리치다, 비명, 절규"
워드마스터 수능 2000,Day 16,sensitive,"민감한, 예민한, 세심한"
워드마스터 수능 2000,Day 16,swallow,"삼키다, 삼킴, 제비"
워드마스터 수능 2000,Day 16,glare,"(눈부시게) 빛나다, 노려보다, 눈부신 빛, 노려봄"
워드마스터 수능 2000,Day 16,tragic,"비극의, 비참한"
워드마스터 수능 2000,Day 16,deprive,박탈하다
워드마스터 수능 2000,Day 16,conscious,"의식하고 있는, 의도적인"
워드마스터 수능 2000,Day 16,interfere,"방해하다, 간섭하다"
워드마스터 수능 2000,Day 16,temporary,"일시적인, 임시의"
워드마스터 수능 2000,Day 16,council,"협의회, 회의"
워드마스터 수능 2000,Day 16,adolescent,"청소년, 청소년기의"
워드마스터 수능 2000,Day 16,associate,"연관짓다, 교제하다, 동료"
워드마스터 수능 2000,Day 16,arctic,북극의
워드마스터 수능 2000,Day 16,capture,"붙잡다, 포획하다, 포획"
워드마스터 수능 2000,Day 16,dilute,"묽은, 희석시키다"
워드마스터 수능 2000,Day 16,figure,"생각[판단]하다, 계산하다, 수치, 계산, 형체"
워드마스터 수능 2000,Day 16,dim,"흐릿한, 어두운 (불빛이) 흐려지다"
워드마스터 수능 2000,Day 16,warehouse,창고
워드마스터 수능 2000,Day 16,crew,승무원
워드마스터 수능 2000,Day 16,barrier,"장벽, 장애물"
워드마스터 수능 2000,Day 16,tradition,"전통, 관습"
워드마스터 수능 2000,Day 16,pedestrian,"보행자, 보행자의"
워드마스터 수능 2000,Day 16,glance,"흘긋 보다, 흘긋 봄"
워드마스터 수능 2000,Day 16,irritate,"짜증나게 하다, 화나게 하다"
워드마스터 수능 2000,Day 16,cruel,"잔인한, 고통을 주는"
워드마스터 수능 2000,Day 16,fold,"접다, 포개다, 주름, (동물의) 우리"
워드마스터 수능 2000,Day 16,trial,"재판, 실험, 시도"
워드마스터 수능 2000,Day 16,tribe,"부족, 종족"
워드마스터 수능 2000,Day 16,profound,"깊은, 심오한"
워드마스터 수능 2000,Day 16,distinguish,"구별하다, 식별하다"
워드마스터 수능 2000,Day 16,errand,"심부름, 잡일"
워드마스터 수능 2000,Day 16,welfare,복지
워드마스터 수능 2000,Day 16,statement,"진술, 성명서"
워드마스터 수능 2000,Day 16,prevail,"우세하다, 만연하다"
워드마스터 수능 2000,Day 17,widespread,널리 퍼진
워드마스터 수능 2000,Day 17,result,결과 (결과로서) 생기다
워드마스터 수능 2000,Day 17,fade,"사라지다, 희미해지다"
워드마스터 수능 2000,Day 17,progress,"진보하다, 전진하다, 진전, 진보"
워드마스터 수능 2000,Day 17,weapon,"무기, 병기"
워드마스터 수능 2000,Day 17,drastic,"격렬한, 과감한"
워드마스터 수능 2000,Day 17,reinforcement,"강화, 보강"
워드마스터 수능 2000,Day 17,wonder,"궁금해 하다, 놀라다, 경탄, 경이"
워드마스터 수능 2000,Day 17,pile,"쌓아 올린 더미, 많은 양, 쌓아 올리다, 축적하다"
워드마스터 수능 2000,Day 17,protect,보호하다
워드마스터 수능 2000,Day 17,infection,"감염, 전염(병)"
워드마스터 수능 2000,Day 17,stiffen,굳어지다
워드마스터 수능 2000,Day 17,endanger,위험에 빠뜨리다
워드마스터 수능 2000,Day 17,adjust,"조절하다, 조정하다"
워드마스터 수능 2000,Day 17,peer,"동료, 또래"
워드마스터 수능 2000,Day 17,renew,"새롭게 하다, 갱신하다"
워드마스터 수능 2000,Day 17,germ,"미생물, 세균"
워드마스터 수능 2000,Day 17,atom,원자
워드마스터 수능 2000,Day 17,realize,"깨닫다, 실현하다"
워드마스터 수능 2000,Day 17,enrich,"풍성하게 하다, 부유하게 하다"
워드마스터 수능 2000,Day 17,noble,"귀족의, 고결한"
워드마스터 수능 2000,Day 17,repair,"수선[수리]하다, (건강 등을) 회복하다, 수선[수리], 회복"
워드마스터 수능 2000,Day 17,candidate,후보자
워드마스터 수능 2000,Day 17,ideal,"이상적인, 이상"
워드마스터 수능 2000,Day 17,crop,"작물, 수확"
워드마스터 수능 2000,Day 17,ethnic,"인종의, 민족의"
워드마스터 수능 2000,Day 17,foretell,"예언하다, 예고하다"
워드마스터 수능 2000,Day 17,wholesale,"도매, 도매의"
워드마스터 수능 2000,Day 17,debt,"빚, 부채"
워드마스터 수능 2000,Day 17,representative,"대표, 국회의원(R-), 대표하는"
워드마스터 수능 2000,Day 17,shift,"변화, 이동, 교대, 바꾸다, 이동하다"
워드마스터 수능 2000,Day 17,excess,"초과, 초과량, 과도함, 초과한, 여분의"
워드마스터 수능 2000,Day 17,strict,"엄한, 엄격한"
워드마스터 수능 2000,Day 17,appliance,"(가정용) 기구, 장치"
워드마스터 수능 2000,Day 17,furthermore,"게다가, 더욱이"
워드마스터 수능 2000,Day 17,command,"명령, 지배력, 명령하다, 지휘하다"
워드마스터 수능 2000,Day 17,ecosystem,생태계
워드마스터 수능 2000,Day 17,fame,명성
워드마스터 수능 2000,Day 17,oral,"구두(口頭)의, 구술의"
워드마스터 수능 2000,Day 17,drift,"표류, 표류하다"
워드마스터 수능 2000,Day 18,avoid,피하다
워드마스터 수능 2000,Day 18,outstanding,"뛰어난, 두드러진, 미해결의"
워드마스터 수능 2000,Day 18,mislead,"잘못 인도하다, 오해하게 하다"
워드마스터 수능 2000,Day 18,dedicate,"헌납하다, 바치다"
워드마스터 수능 2000,Day 18,initial,"처음의, 초기의, 머리글자(이니셜)"
워드마스터 수능 2000,Day 18,sink,가라앉다
워드마스터 수능 2000,Day 18,entire,"전체의, 완전한, 전부, 전체"
워드마스터 수능 2000,Day 18,confront,직면하다
워드마스터 수능 2000,Day 18,beard,턱수염
워드마스터 수능 2000,Day 18,haste,"급함, 서두름"
워드마스터 수능 2000,Day 18,crush,"으깨다, 밀어 넣다"
워드마스터 수능 2000,Day 18,destiny,운명
워드마스터 수능 2000,Day 18,hardship,"고난, 어려움"
워드마스터 수능 2000,Day 18,escape,"탈출하다, 벗어나다, 탈출, 도망"
워드마스터 수능 2000,Day 18,valid,"타당한, 유효한"
워드마스터 수능 2000,Day 18,dispose,"배치하다, 처리하다, 경향을 갖게 하다."
워드마스터 수능 2000,Day 18,exist,"존재하다, 살아가다"
워드마스터 수능 2000,Day 18,optimal,"최상의, 최적의"
워드마스터 수능 2000,Day 18,hydrogen,수소
워드마스터 수능 2000,Day 18,perspective,"관점, 견해, 원근법, 전망"
워드마스터 수능 2000,Day 18,thread,"실, 실을 꿰다"
워드마스터 수능 2000,Day 18,dynasty,"왕조, 왕가"
워드마스터 수능 2000,Day 18,scatter,"흩뿌리다, 분산시키다"
워드마스터 수능 2000,Day 18,gamble,"도박하다, 모험하다, 도박, 모험"
워드마스터 수능 2000,Day 18,temper,"성질, 기질, 완화시키다"
워드마스터 수능 2000,Day 18,undoubtedly,"의심할 여지없이, 확실히"
워드마스터 수능 2000,Day 18,raft,"뗏목, 고무보트"
워드마스터 수능 2000,Day 18,minimal,"최소의, 아주 적은"
워드마스터 수능 2000,Day 18,soak,"적시다, 젖다, 흡수하다"
워드마스터 수능 2000,Day 18,craft,"(수)공예, 기술, 선박, 비행기"
워드마스터 수능 2000,Day 18,cease,"그만두다, 중지하다"
워드마스터 수능 2000,Day 18,review,"재검토, 논평, 재검토하다"
워드마스터 수능 2000,Day 18,ceiling,"천장, 상한선"
워드마스터 수능 2000,Day 18,unify,"통합하다, 통일하다"
워드마스터 수능 2000,Day 18,combat,"싸우다, 전투"
워드마스터 수능 2000,Day 18,bump,"부딪치다, 충돌, 혹"
워드마스터 수능 2000,Day 18,primary,"주요한, 최초[초기]의"
워드마스터 수능 2000,Day 18,genre,"장르, 유형, 형식"
워드마스터 수능 2000,Day 18,erase,"지우다, 없애다"
워드마스터 수능 2000,Day 18,doom,"~할 운명이다, 운명, 비운, 파멸"
워드마스터 수능 2000,Day 19,vital,"필수적인, 중요한, 생명 유지와 관련된"
워드마스터 수능 2000,Day 19,incident,"일어난 일, 사건, 일어나기 쉬운"
워드마스터 수능 2000,Day 19,session,"시간, 기간, 회의, (대학의) 학기"
워드마스터 수능 2000,Day 19,obvious,"명백한, 분명한"
워드마스터 수능 2000,Day 19,moderate,"온건한, 적당한"
워드마스터 수능 2000,Day 19,budget,"예산, 예산안"
워드마스터 수능 2000,Day 19,graze,"풀을 뜯다, 방목하다"
워드마스터 수능 2000,Day 19,fragile,부서지기 쉬운
워드마스터 수능 2000,Day 19,myth,"신화, 사회적 통념"
워드마스터 수능 2000,Day 19,fur,"부드러운 털, 모피"
워드마스터 수능 2000,Day 19,indifferent,무관심한
워드마스터 수능 2000,Day 19,strain,"긴장시키다, 잡아당기다, 혹사하다, 긴장, 압박"
워드마스터 수능 2000,Day 19,ingredient,"재료, 성분"
워드마스터 수능 2000,Day 19,dismiss,"해고하다, 해산시키다, 묵살하다"
워드마스터 수능 2000,Day 19,geometry,기하학
워드마스터 수능 2000,Day 19,glacier,빙하
워드마스터 수능 2000,Day 19,urge,"촉구하다, 강요하다"
워드마스터 수능 2000,Day 19,celebrity,"명성, 유명 인사"
워드마스터 수능 2000,Day 19,antique,"옛날의, 고대의, 고풍의, 골동품"
워드마스터 수능 2000,Day 19,profit,"이익, 이윤, 이익을 얻다"
워드마스터 수능 2000,Day 19,sphere,"구체(球體), 구"
워드마스터 수능 2000,Day 19,inherit,"상속하다, (유전으로) 물려받다"
워드마스터 수능 2000,Day 19,disgrace,"불명예, 수치"
워드마스터 수능 2000,Day 19,crawl,"기어가다, 서행하다, 기어가기, 서행"
워드마스터 수능 2000,Day 19,scratch,"긁다, 할퀴다, 긁힌 자국, 찰과상"
워드마스터 수능 2000,Day 19,diabetes,당뇨병
워드마스터 수능 2000,Day 19,congestion,"밀집, 혼잡"
워드마스터 수능 2000,Day 19,constitute,"구성하다, 제정하다, 설립하다"
워드마스터 수능 2000,Day 19,flow,"흐르다, 흐름"
워드마스터 수능 2000,Day 19,investigate,"조사하다, 수사하다"
워드마스터 수능 2000,Day 19,barter,"물물 교환하다, 물물 교환, 교역품"
워드마스터 수능 2000,Day 19,circular,"원의, 순환의"
워드마스터 수능 2000,Day 19,chilly,"쌀쌀한, 냉담한"
워드마스터 수능 2000,Day 19,ancestor,"조상, 선조"
워드마스터 수능 2000,Day 19,fierce,"사나운, 맹렬한"
워드마스터 수능 2000,Day 19,vague,"막연한, 모호한, 흐릿한"
워드마스터 수능 2000,Day 19,rough,"거친, 난폭한, 대강의"
워드마스터 수능 2000,Day 19,content,"만족하는 내용(물), 목차"
워드마스터 수능 2000,Day 19,obstacle,"장애물, 방해가 되는 것"
워드마스터 수능 2000,Day 19,editorial,"사설, 논설, 편집자의"
워드마스터 수능 2000,Day 20,abolish,폐지하다
워드마스터 수능 2000,Day 20,assure,"보증하다, 확실하게 하다"
워드마스터 수능 2000,Day 20,form,"형태, 종류, 형성하다"
워드마스터 수능 2000,Day 20,gender,"성(性), 성별"
워드마스터 수능 2000,Day 20,innovation,혁신
워드마스터 수능 2000,Day 20,opponent,"반대자, 상대, 반대하는"
워드마스터 수능 2000,Day 20,present,"현재의, 현재, 선물, 제출하다, 나타내다"
워드마스터 수능 2000,Day 20,fertile,"비옥한, 기름진"
워드마스터 수능 2000,Day 20,emperor,황제
워드마스터 수능 2000,Day 20,dwell,"살다, 거주하다"
워드마스터 수능 2000,Day 20,chore,"집안일, 허드렛일"
워드마스터 수능 2000,Day 20,rehearsal,"리허설, 예행연습"
워드마스터 수능 2000,Day 20,fossil,화석
워드마스터 수능 2000,Day 20,glitter,"반짝이다, 반짝임"
워드마스터 수능 2000,Day 20,carve,"조각하다, 새기다"
워드마스터 수능 2000,Day 20,decay,"부패하다, 쇠퇴하다, 부패, 쇠퇴"
워드마스터 수능 2000,Day 20,protein,단백질
워드마스터 수능 2000,Day 20,backward,"후방에, 뒤쪽으로, 거꾸로"
워드마스터 수능 2000,Day 20,translate,"번역하다, 옮기다"
워드마스터 수능 2000,Day 20,refresh,"상쾌하게 하다, 새롭게 하다"
워드마스터 수능 2000,Day 20,tissue,(생물의 근육·신경 등의) 조직
워드마스터 수능 2000,Day 20,lord,군주
워드마스터 수능 2000,Day 20,substitute,"대리자, 대체물, 대체하다"
워드마스터 수능 2000,Day 20,scan,"정밀 검사하다, 유심히 쳐다보다"
워드마스터 수능 2000,Day 20,pottery,"도자기, 도예"
워드마스터 수능 2000,Day 20,layer,"층, 겹"
워드마스터 수능 2000,Day 20,property,"재산, 소유물, 부동산"
워드마스터 수능 2000,Day 20,justify,정당화하다
워드마스터 수능 2000,Day 20,polish,"닦다, 윤을 내다, (문장 등을) 다듬다"
워드마스터 수능 2000,Day 20,flavor,"맛, 맛을 내다"
워드마스터 수능 2000,Day 20,imprint,"(도장 등을) 찍다, 감명시키다, 찍은 자국, 인상"
워드마스터 수능 2000,Day 20,heritage,"유산, 세습 재산"
워드마스터 수능 2000,Day 20,strive,"노력하다, 애쓰다, 투쟁하다"
워드마스터 수능 2000,Day 20,radiant,"빛나는, 아주 밝은"
워드마스터 수능 2000,Day 20,exclaim,(감탄하며) 외치다
워드마스터 수능 2000,Day 20,asset,"자산, 재산"
워드마스터 수능 2000,Day 20,portray,"묘사하다, 설명하다, 초상을 그리다"
워드마스터 수능 2000,Day 20,administer,"관리[운영]하다, 집행하다, 주다"
워드마스터 수능 2000,Day 20,wage,급료
워드마스터 수능 2000,Day 20,subscribe,정기 구독하다
워드마스터 수능 2000,Day 21,merit,"장점, 공로, ~을 받을 만하다"
워드마스터 수능 2000,Day 21,launch,"출시하다, 발사, 개시, 출시"
워드마스터 수능 2000,Day 21,conference,"회담, 회의"
워드마스터 수능 2000,Day 21,accuse,"고발하다, 비난하다"
워드마스터 수능 2000,Day 21,enhance,향상시키다
워드마스터 수능 2000,Day 21,intimate,친밀한
워드마스터 수능 2000,Day 21,reception,"환영회, 접수"
워드마스터 수능 2000,Day 21,overwhelm,"압도하다, 당황하게 하다"
워드마스터 수능 2000,Day 21,apply,적용하다
워드마스터 수능 2000,Day 21,majesty,"위엄, 장엄, 왕(M-)"
워드마스터 수능 2000,Day 21,shrug,(어깨를) 으쓱하다
워드마스터 수능 2000,Day 21,vicious,"사악한, 악의 있는"
워드마스터 수능 2000,Day 21,cherish,소중히 하다
워드마스터 수능 2000,Day 21,eternal,영원한
워드마스터 수능 2000,Day 21,shrink,"축소하다, 수축하다"
워드마스터 수능 2000,Day 21,colleague,동료
워드마스터 수능 2000,Day 21,transmit,전달하다
워드마스터 수능 2000,Day 21,discard,"버리다, 처분하다"
워드마스터 수능 2000,Day 21,copper,"구리, 구리의, 구릿빛의"
워드마스터 수능 2000,Day 21,orbit,"궤도, 궤도를 그리며 돌다"
워드마스터 수능 2000,Day 21,famine,"굶주림, 기아"
